CustCD,DeveCD,W/H_CD,ASSY_Gr,Rev,Place,No,SubNo,Rank,WorkClass,Wi_No,Wi_Type,Wi_Size,Wi_Col,Wi_Len,Wi_Add,J_??,Wi_Gr,Cir_S,Cir_L,Ter_L,W_L,ConnName_L,ConnNo_L,T_Conn_L,Tub_L,Ins_L,M_L,SAM_Hand_S_L,P_L,B_L,ConnID_L,FILLER_2,Cir_R,Ter_R,W_R,ConnName_R,ConnNo_R,T_Conn_R,Tub_R,Ins_R,M_R,SAM_Hand_S_R,P_R,B_R,ConnID_R,FILLER_3,ApplCD,FileName
D,D,D,D,D,1010,1038,0028,0028,,1E9,CIVUS,0.13, W/,2400,,1241,,M08,WP1,SSGF01,,SSG-TP-5FA,76,,,1,M08,,,,5070009E,,WPZ,SSGF01,,SSG-LIF-54F-B,99,,,1,M08,,,,5660018F,,                       X         h     no   st,50A033F550A03472  1 18
D,D,D,D,D,1010,1039,0003,0003,,5F4,CIVUS,0.35,GR/,2045,, 981,,O03,FYV,SSGF,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,LU6,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,5660019A,,A C  FG   KL        U                            xyz12,50A0347450A023F8 11 28
D,D,D,D,D,1010,1040,0003,0003,,1Z9,CIVUS,0.35,GR/,2012,, 741,,O03,FYV,SSGF,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,LU6,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,56600195,,                     V X   b   fghijklmnopqrstuvw     3,50A0347550A02D35 11 28
D,D,D,D,D,1010,1041,0003,0003,,5E9,CIVUS,0.35,BE/,929,, 636,,O03,%JD,SSGF,,YSK-JC-22F-GR,409,,,2,,,,,5660008E,,C9G,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,5660019A,,A C  FG   KL        U                            xyz12,50A0347650A02539  2 24
D,D,D,D,D,1010,1042,0003,0003,,616,CIVUS,0.35,BE/,887,, 109,,O03,%JD,SSGF,,YSK-JC-22F-GR,409,,,2,,,,,5660008E,,C9G,NANSSF55-9,,TSN-A-4FA-GR,1,1,,1,,,,,56600195,,                     V X   b   fghijklmnopqrstuvw     3,50A0347750A0253A  2 24
D,D,D,D,D,1010,1043,0012,0012,,5C8,ALVUS,0.5,LA/R,1941,,  87,,O12,&AM,YSKALF05,,SSGTSN17LI45F-GR,301,1,,1,,,,,5660018A,,VUM,YSKALF05,,SSG-TP-10F,107,,,2,,,,,5070005D,,A C  FG   KL        U                            xyz12,50A0347850A00816  9  4
D,D,D,D,D,1010,1044,0008,0008,,433,ALVUS,0.5,LA/R,1864,, 743,,O12,&AM,YSKALF05,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,VUM,YSKALF05,,SSG-TP-10F,107,1,,1,,,,,507000A4,,                     V X   b   fghijklmnopqrstuvw     3,50A0347950A00827  9  4
D,D,D,D,D,1010,1045,0011,0011,,3A8,ALVUS,0.75,LA/,1212,, 777,,O11,$FF,SSGALF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,Z1H,TSNALF,,ANSS-A-16FB,21,1,,1,,,,,56600103,,A C                                              x,50A0347D50A00599  4  1
D,D,D,D,D,1010,1046,0011,0011,,530,ALVUS,0.75,LA/,1271,, 569,,O11,$FF,SSGALF,,YSK-JC-22F-L,406,,,2,,,,,5660008D,,Z1H,TSNALF,,ANSS-A-16FB,21,1,,1,,,,,56600104,,                     V X   b        klmno             3,50A0347E50A005AE  4  1
D,D,D,D,D,1010,1047,0013,0013,,3B2,ALVUS,0.75,LA/,1434,, 161,,O13,$FF,SSGALF,,YSK-JC-22F-L,406,,,1,,,,,5660008D,,Z1H,TSNALF,,ANSS-A-16FB,26,,,1,,,,,5070009C,,     FG   KL        U                             yz12,50A0347F50A0259F  4  1
D,D,D,D,D,1010,1048,0013,0013,,529,ALVUS,0.75,LA/,1390,, 160,,O13,$FF,SSGALF,,YSK-JC-22F-L,406,,,1,,,,,5660008D,,Z1H,TSNALF,,ANSS-A-16FB,26,,,1,,,,,507000A2,,                               fghij     pqrstuvw,50A0348050A025B4  4  1
D,D,D,D,D,1010,1049,0011,0011,,566,CIVUS,0.35, R/,2763,, 685,,O11,S2R,SSGF,,SSG-TP-22F-GR,536,,,2,,,,,5070001D,,S2U,NANSSF55-9,,ANSS-A-16FB,21,1,,1,,,,,56600103,,A C                                              x,50A0348450A005A7 14 30
D,D,D,D,D,1010,1050,0011,0011,,935,CIVUS,0.35, R/,2835,, 129,,O11,S2R,SSGF,,SSG-TP-22F-GR,536,,,2,,,,,5070001D,,S2U,NANSSF55-9,,ANSS-A-16FB,21,1,,1,,,,,56600104,,                     V X   b        klmno             3,50A0348550A01EB0 14 30
D,D,D,D,D,1010,1051,0013,0013,,934,CIVUS,0.35, R/,2956,, 543,,O13,S2R,SSGF,,SSG-TP-22F-GR,536,,,2,,,,,5070001D,,S2U,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,                               fghij     pqrstuvw,50A0348650A025C6 14 30
D,D,D,D,D,1010,1052,0013,0013,,565,CIVUS,0.35, R/,2986,, 542,,O13,S2R,SSGF,,SSG-TP-22F-GR,536,,,2,,,,,5070001D,,S2U,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,5070009C,,     FG   KL        U                             yz12,50A0348750A025B2 14 30
D,D,D,D,D,1010,1053,0013,0013,,1T3,CIVUS,0.35,LG/,960,, 794,,O13,%11,SSGM,,SSG-TP-22M-L,511,,,2,,,,,50700059,,F1G,NANSSF55-9,,ANSS-A-16FB,21,,,1,,,,,56600104,,                     V X   b        klmno             3,50A0348850A01392 20 22
D,D,D,D,D,1010,1054,0013,0013,,2D4,CIVUS,0.35,LG/,1080,, 838,,O13,%11,SSGM,,SSG-TP-22M-L,511,,,2,,,,,50700059,,F1G,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,                               fghij     pqrstuvw,50A0348950A025B8 20 22
D,D,D,D,D,1010,1055,0033,0033,,575,CIVUS,0.13,VI/,1477,, 679,,M13,F10,SSGM01,,SSG/TSN4-20M,545,,,1,M13,,,,50700049,,H89,NANSSF55-0,,ANSS-A-16FB,21,,,1,M13,,,,56600103,,A C                                              x,50A0348A50A005A3 16 12
D,D,D,D,D,1010,1056,0033,0033,,939,CIVUS,0.13,VI/,1536,,1255,,M13,F10,SSGM01,,SSG/TSN4-20M,545,,,1,M13,,,,50700049,,H89,NANSSF55-0,,ANSS-A-16FB,21,1,,1,M13,,,,56600104,,                     V X   b        klmno             3,50A0348B50A005B6 16 12
D,D,D,D,D,1010,1057,0033,0033,,574,CIVUS,0.13,VI/,1700,,1257,,M13,F10,SSGM01,,SSG/TSN4-20M,545,,,1,M13,,,,50700049,,H89,NANSSF55-0,,ANSS-A-16FB,26,1,,1,M13,,,,5070009C,,     FG   KL        U                             yz12,50A0348C50A025AA 16 12
D,D,D,D,D,1010,1058,0033,0033,,938,CIVUS,0.13,VI/,1657,, 906,,M13,F10,SSGM01,,SSG/TSN4-20M,545,,,1,M13,,,,50700049,,H89,NANSSF55-0,,ANSS-A-16FB,26,1,,1,M13,,,,507000A2,,                               fghij     pqrstuvw,50A0348D50A025BC 16 12
D,D,D,D,D,1010,1059,0011,0011,,3A6,CIVUS,0.13, P/,2330,, 266,,O11,EYX,NANSSF55-0,,ANSS-30FN,81,,,2,,,,,5070004D,,H1D,NANSSF55-0,,ANSS-A-16FB,21,1,,1,,,,,56600103,,A C                                              x,50A0348E50A01426 28 25
D,D,D,D,D,1010,1060,0011,0011,,383,CIVUS,0.13, P/,2389,, 617,,O11,EYX,NANSSF55-0,,ANSS-30FN,81,,,2,,,,,5070004D,,H1D,NANSSF55-0,,ANSS-A-16FB,21,1,,1,,,,,56600104,,                     V X   b        klmno             3,50A0348F50A012AA 28 25
D,D,D,D,D,1010,1061,0013,0013,,3C1,CIVUS,0.13, P/,2553,,1242,,O13,EYX,NANSSF55-0,,ANSS-30FN,81,,,2,,,,,5070004D,,H1D,NANSSF55-0,,ANSS-A-16FB,26,1,,1,,,,,5070009C,,     FG   KL        U                             yz12,50A0349050A025AE 28 25
D,D,D,D,D,1010,1062,0013,0013,,382,CIVUS,0.13, P/,2510,,1209,,O13,EYX,NANSSF55-0,,ANSS-30FN,81,,,2,,,,,5070004D,,H1D,NANSSF55-0,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,                               fghij     pqrstuvw,50A0349150A025C2 28 25
D,D,D,D,D,1010,1063,0013,0013,,5D6,ALVUS,1.25,LA/SB,1256,,  85,,O13,&AA,TSNALF10,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,F03,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A0349250A005C1 31  2
D,D,D,D,D,1010,1064,0013,0013,,573,ALVUS,1.25,LA/SB,1146,,1183,,O13,&AA,TSNALF10,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,F03,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A0349350A005D6 31  2
D,D,D,D,D,1010,1065,0013,0013,,572,ALVUS,1.25,LA/SB,1052,, 539,,O13,&AA,TSNALF10,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,F03,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A0349450A02EAF 31  2
D,D,D,D,D,1010,1066,0013,0013,,5D5,ALVUS,1.25,LA/SB,1088,,1091,,O13,&AA,TSNALF10,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,F03,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A0349550A02EA2 31  2
D,D,D,D,D,1010,1067,0013,0013,,5B7,ALVUS,1.25,LA/L,763,,  19,,O13,%5X,TSNALF10,,TSN-JC-4FJTA,428,,,1,,,,,5660002C,,F0F,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A0349650A005C2  1  5
D,D,D,D,D,1010,1068,0013,0013,,452,ALVUS,1.25,LA/L,652,,1191,,O13,%5X,TSNALF10,,TSN-JC-4FJTA,428,,,1,,,,,5660002C,,F0F,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A0349750A005D5  1  5
D,D,D,D,D,1010,1069,0013,0013,,5B6,ALVUS,1.25,LA/L,574,, 939,,O13,%5X,TSNALF10,,TSN-JC-4FJTA,428,,,1,,,,,5660002C,,F0F,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A0349850A025C9  1  5
D,D,D,D,D,1010,1070,0013,0013,,451,ALVUS,1.25,LA/L,537,,1007,,O13,%5X,TSNALF10,,TSN-JC-4FJTA,428,,,1,,,,,5660002C,,F0F,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A0349950A025E4  1  5
D,D,D,D,D,1010,1071,0013,0013,,2E3,CIVUS,0.35, G/,1563,,1028,,O13,HHM,NANSSF55-9,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,Z9J,SSGF,,SSG/TSN16-LIF63F,531,,,2,,,,,50700002,,                       X               no,50A0169150A0349A  9 47
D,D,D,D,D,1010,1072,0013,0013,,2G3,CIVUS,0.35, G/,1449,, 389,,O13,HHM,NANSSF55-9,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,Z9J,SSGF,,SSG/TSN16-LIF63F,531,,,2,,,,,50700002,,                                 h          st,50A025E050A0349B  9 47
D,D,D,D,D,1010,1073,0015,0015,,317,CIVUS,0.13,SB/,1984,, 491,,O11,A73,SSGF01,,SSG-TP-10F,107,,,2,,,,,5070005D,,Q59,NANSSF55-0,,ANSS-30FF-B,67,1,,1,,,,,56600061,,A C  FG   KL        U                            xyz12,50A026B150A0349C  7 26
D,D,D,D,D,1010,1074,0015,0015,,1B7,CIVUS,0.13,SB/,1904,, 951,,O03,A73,SSGF01,,SSG-TP-10F,107,,,2,,,,,507000A4,,Q59,NANSSF55-0,,ANSS-30FF-B,67,1,,1,,,,,56600061,,                     V X   b   fghijklmnopqrstuvw     3,50A026B050A0349D  7 26
D,D,D,D,D,1010,1075,0013,0013,,463,CIVUS,0.35, R/,1102,, 831,,O11,BLK,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,NTN,SSGM,,SSG-TP-22M-L,511,,,2,,,,,50700059,,                                 hij        stuvw,50A0349E50A03483 28 10
D,D,D,D,D,1010,1076,0013,0013,,1Z8,CIVUS,0.35, R/,822,, 214,,O13,%GS,TSN-F03,,TSN-12F-GR,415,,,2,,,,,5660017F,,BLK,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,507000A2,,                               fg        pqr,50A0346D50A0349F 12 28
D,D,D,D,D,1010,1077,0013,0013,,3B8,CIVUS,0.35, R/,1147,,1164,,O13,BLK,NANSSF55-9,,ANSS-A-16FB,26,1,,1,,,,,5070009C,,NTN,SSGM,,SSG-TP-22M-L,511,,,2,,,,,50700059,,     FG             U                               12,50A034A050A03482 28 10
D,D,D,D,D,1010,1078,0013,0013,,2F9,ALVUS,0.5,LA/VI,1083,, 136,,O13,+PY,YSKALF05,,YSK-JC-22F,404,,,2,,,,,50700058,,N49,TSNYALF05,,ANSS-A-16FB,26,,,1,,,,,507000A2,,                               fg        pqr,50A0311D50A034A2 14  6
D,D,D,D,D,1010,1079,0013,0013,,5B2,ALVUS,0.5,LA/VI,1200,, 706,,O13,&DZ,YSKALF05,,SSGTSN17LI45F-GR,301,,,2,,,,,5660018A,,N49,TSNYALF05,,ANSS-A-16FB,26,,,1,,,,,507000A2,,                                 hij        stuvw,50A0347B50A034A3 23  6
D,D,D,D,D,1010,1080,0013,0013,,5B4,ALVUS,1.25,LA/G,1301,, 387,,O13,&CD,TSNALF10,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,F0G,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A034A450A005C3 41  6
D,D,D,D,D,1010,1081,0013,0013,,347,ALVUS,1.25,LA/G,1191,, 752,,O13,&CD,TSNALF10,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,F0G,TSNALF10,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A034A550A005D4 41  6
D,D,D,D,D,1010,1082,0013,0013,,5B3,ALVUS,1.25,LA/G,1133,, 229,,O13,&CD,TSNALF10,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,F0G,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A034A650A02EAB 41  6
D,D,D,D,D,1010,1083,0013,0013,,346,ALVUS,1.25,LA/G,1097,,1112,,O13,&CD,TSNALF10,,SSG/TSN8-LIF35FA,302,,,2,,,,,5070006A,,F0G,TSNALF10,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A034A750A02EAC 41  6
D,D,D,D,D,1010,1084,0002,0002,,438,CIVUS,0.13, R/,2968,,  67,,O08,JWC,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,JWX,TSN-F01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        U                            xyz12,50A02DA750A034A8 10 15
D,D,D,D,D,1010,1085,0022,0022,,895,CIVUS,0.13, R/,2444,, 206,,M02,+MW,SSGF01,,SSG-TP-22F-B,561,1,,1,M02,,,,507000AA,,JWX,TSN-F01,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,                     V X   b   fghijklmnopqrstuvw     3,50A0292950A034A9  6 15
D,D,D,D,D,1010,1086,0002,0002,,439,CIVUS,0.13,GR/,3013,,  63,,O08,JWD,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,JWY,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        U                            xyz12,50A02DA250A034AA  2 44
D,D,D,D,D,1010,1087,0022,0022,,898,CIVUS,0.13,GR/,2489,, 605,,M02,+MV,SSGF01,,SSG-TP-22F-B,561,1,,1,M02,,,,507000AA,,JWY,SSGF01,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,                     V X   b   fghijklmnopqrstuvw     3,50A027F050A034AB  4 44
D,D,D,D,D,1010,1088,0002,0002,,437,CIVUS,0.13, W/,3015,,  71,,O08,JWB,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,JWW,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        U                            xyz12,50A02DA350A034AC  1 43
D,D,D,D,D,1010,1089,0022,0022,,892,CIVUS,0.13, W/,2491,, 606,,M02,+MX,SSGF01,,SSG-TP-22F-B,561,1,,1,M02,,,,507000AA,,JWW,SSGF01,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,                     V X   b   fghijklmnopqrstuvw     3,50A0292850A034AD  7 43
D,D,D,D,D,1010,1090,0002,0002,,436,CIVUS,0.13,LG/,3017,,  75,,O08,JWA,NNASZF36-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,JWV,SSGF01,,SSG/TSN16-LIF63F,516,,,1,,,,,5070000B,,A C  FG   KL        U                            xyz12,50A02DA850A034AE  9 42
D,D,D,D,D,1010,1091,0022,0022,,1Z2,CIVUS,0.13,LG/,2493,, 208,,M02,+MY,SSGF01,,SSG-TP-22F-B,561,1,,1,M02,,,,507000AA,,JWV,SSGF01,,SSG/TSN16-LIF63F,516,,,1,M02,,,,5070000B,,                     V X   b   fghijklmnopqrstuvw     3,50A021AA50A034AF  5 42
D,D,D,D,D,1010,1092,0025,0025,,678,CIVUS,0.35, G/,1135,,1195,,M35,$TY,SSGF,,SSG-JC-R8FJT,490,1,,1,M35,,,,566000CA,,CB8,TSN-F03,,YSK/TSN25-63F-GR,530,,,1,M35,,,,50700001,,A C       KL         V X   b   fgh  klmnopqrst   xyz  3,50A0294350A034B0  6 24
D,D,D,D,D,1010,1093,0025,0025,,966,CIVUS,0.35, G/,1135,, 955,,M35,$TY,SSGF,,SSG-JC-R8FJT,490,1,,1,M35,,,,566000CA,,CB8,TSN-F03,,YSK/TSN25-63F-GR,530,,,1,M35,,,,50700001,,     FG             U             ij          uvw   12,50A0294550A034B1  4 24
D,D,D,D,D,1010,1094,0008,0008,,450,CIVUS,0.35,VI/,2244,,  23,,O08,RTT,NASZF11-1,,ASZ-16FE-B,41,1,,1,,,,,50700087,,VD6,SSGM,,YSKTSNY25-63M-GR,510,,,1,,,,,5070005F,,A C       KL                                     xyz,50A030B050A034B2 13 63
D,D,D,D,D,1010,1095,0002,0002,,903,CIVUS,0.35,VI/,2359,, 204,,O02,+MU,SSGF,,SSG-TP-22F-B,561,1,,1,,,,,507000AA,,VD6,SSGM,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,                     V X   b   fghijklmnopqrstuvw     3,50A027EF50A034B3  2 63
D,D,D,D,D,1010,1096,0013,0013,,553,CIVUS,0.13, R/,1570,, 220,,O13,H1B,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDD,NANSSF55-0,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A034B450A0287B 19 25
D,D,D,D,D,1010,1097,0013,0013,,5C9,CIVUS,0.13, R/,1759,, 709,,O13,H1B,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDD,NANSSF55-0,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A034B550A005C6 19 25
D,D,D,D,D,1010,1098,0013,0013,,554,CIVUS,0.13, R/,1649,, 914,,O13,H1B,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDD,NANSSF55-0,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A034B650A005E6 19 25
D,D,D,D,D,1010,1099,0013,0013,,928,CIVUS,0.13, R/,1535,, 708,,O13,H1B,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDD,NANSSF55-0,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A034B750A0288C 19 25
D,D,D,D,D,1010,1100,0013,0013,,570,CIVUS,0.35, P/,1506,, 978,,O13,%XQ,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0R,NANSSF55-9,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A034B850A02877 35 22
D,D,D,D,D,1010,1101,0013,0013,,5D4,CIVUS,0.35, P/,1695,, 540,,O13,%XQ,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0R,NANSSF55-9,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A034B950A005D2 35 22
D,D,D,D,D,1010,1102,0013,0013,,571,CIVUS,0.35, P/,1585,, 125,,O13,%XQ,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0R,NANSSF55-9,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A034BA50A005D7 35 22
D,D,D,D,D,1010,1103,0013,0013,,937,CIVUS,0.35, P/,1470,,1249,,O13,%XQ,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0R,NANSSF55-9,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A034BB50A02889 35 22
D,D,D,D,D,1010,1104,0013,0013,,5D3,CIVUS,0.35, R/,1697,, 979,,O13,%XP,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0Q,NANSSF55-9,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A034BC50A013A2 54 21
D,D,D,D,D,1010,1105,0013,0013,,569,CIVUS,0.35, R/,1587,, 988,,O13,%XP,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0Q,NANSSF55-9,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A034BD50A013A3 54 21
D,D,D,D,D,1010,1106,0013,0013,,936,CIVUS,0.35, R/,1472,, 908,,O13,%XP,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0Q,NANSSF55-9,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A034BE50A02888 54 21
D,D,D,D,D,1010,1107,0013,0013,,568,CIVUS,0.35, R/,1508,, 701,,O13,%XP,SSGF,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,F0Q,NANSSF55-9,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A034BF50A02876 54 21
D,D,D,D,D,1010,1108,0013,0013,,549,CIVUS,0.13,LG/,1569,, 255,,O13,H0Z,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDF,NANSSF55-0,,TSN-A-6FA-B,27,,,1,,,,,507000A1,,     FG   KL        U                             yz12,50A034C050A02879 18  7
D,D,D,D,D,1010,1109,0013,0013,,5B5,CIVUS,0.13,LG/,1758,, 146,,O13,H0Z,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDF,NANSSF55-0,,TSN-A-6FA-B,22,,,1,,,,,5660009A,,A C                                              x,50A034C150A005C4 18  7
D,D,D,D,D,1010,1110,0013,0013,,550,CIVUS,0.13,LG/,1648,, 710,,O13,H0Z,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDF,NANSSF55-0,,TSN-A-6FA-B,22,,,1,,,,,5660009B,,                     V X   b        klmno             3,50A034C250A005E7 18  7
D,D,D,D,D,1010,1111,0013,0013,,926,CIVUS,0.13,LG/,1534,,1230,,O13,H0Z,TSN-F01,,YSK/TSN25-63F-GR,530,,,2,,,,,50700001,,HDF,NANSSF55-0,,TSN-A-6FA-B,27,,,1,,,,,507000AD,,                               fghij     pqrstuvw,50A034C350A02885 18  7
D,D,D,D,D,1010,1112,0010,0010,,581,CIVUS,0.35, G/,826,, 986,,O10,%45,SSGF,,YSK-JC-22F,421,,,1,,,,,56600077,,C7T,SSEWM,,SSE-SB-12MC-B,580,1,,1,,,,,507000A8,,                     V     b   fg   klm  pqr          3,50A0314B50A034C4 22  4
D,D,D,D,D,1010,1113,0014,0014,,584,CIVUS,0.35, G/,939,, 697,,O10,+9W,SSGF,,YSK-JC-22F,408,1,,1,,,,,5660018E,,C7T,SSEWM,,SSE-SB-12MC-B,580,,,2,,,,,507000A8,,                       X         hij   no   stuvw,50A0312450A034C5 21  4
D,D,D,D,D,1010,1114,0010,0010,,2Y3,CIVUS,0.35, G/,999,,  73,,O10,%45,SSGF,,YSK-JC-22F,421,,,1,,,,,56600077,,C7T,SSEWM,,SSE-SB-12MC-B,580,1,,1,,,,,50700032,,A C       KL                                     xyz,50A0314B50A034C6 22  4
D,D,D,D,D,1010,1115,0010,0010,,1Y2,CIVUS,0.35, G/,969,, 535,,O10,+9W,SSGF,,YSK-JC-22F,408,,,2,,,,,5660018E,,C7T,SSEWM,,SSE-SB-12MC-B,580,1,,1,,,,,50700032,,     FG             U                               12,50A0312350A034C7 21  4
D,D,D,D,D,1010,1116,0006,0006,,586,CIVUS,0.35,BE/,1944,, 117,,O06,BHJ,SSEWM,,SSE-SB-12MC-B,580,,,2,,,,,507000A8,,JT9,NANSSF55-9,,ANSS-27FC-B,71,1,,1,,,,,5070003A,,                     V X   b   fghijklmnopqrstuvw     3,50A0172F50A034C8  6 20
D,D,D,D,D,1010,1117,0006,0006,,987,CIVUS,0.35,BE/,2118,, 670,,O06,BHJ,SSEWM,,SSE-SB-12MC-B,580,,,2,,,,,50700032,,JT9,NANSSF55-9,,ANSS-27FC-B,71,1,,1,,,,,5070003A,,A C  FG   KL        U                            xyz12,50A0178E50A034C9  6 20
D,D,D,D,D,1010,1118,0028,0028,,394,CIVUS,0.35,VI/,2163,, 944,,M08,QA0,SSGF,,SSG-TP-5F,86,,,1,M08,,,,5070003C,,XE1,SSGF,,SSG-LIF-54F-B,99,,,1,M08,,,,5660018F,,     FG             U  X         hij   no   stuvw   12,50A034CA50A028D6  3 39
D,D,D,D,D,1010,1119,0028,0028,,393,CIVUS,0.35,VI/,2162,, 227,,M08,QA0,SSGF,,SSG-TP-5F,86,,,1,M08,,,,5070003C,,XE1,SSGM,,YSKTSNY25-63M-GR,510,,,1,M08,,,,5070005F,,A C       KL         V     b   fg   klm  pqr     xyz  3,50A034CB50A03179  3 36
D,D,D,D,D,1010,1120,0013,0013,,3C3,CIVUS,0.13, L/,976,, 262,,O13,G09,NANSSF55-0,,ANSS-A-16FB,21,,,1,,,,,56600103,,G10,SSGM01,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,A C                                              x,50A0139050A034CC 11 31
D,D,D,D,D,1010,1121,0013,0013,,546,CIVUS,0.13, L/,1035,, 917,,O13,G09,NANSSF55-0,,ANSS-A-16FB,21,,,1,,,,,56600104,,G10,SSGM01,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,                     V     b        klm               3,50A0207450A034CD 11 31
D,D,D,D,D,1010,1122,0013,0013,,3C6,CIVUS,0.13, L/,1199,, 149,,O13,G09,NANSSF55-0,,ANSS-A-16FB,26,1,,1,,,,,5070009C,,G10,SSGM01,,YSKTSNY25-63M-GR,510,,,2,,,,,5070005F,,          KL                                      yz,50A030AA50A034CE 11 31
